ledger,domain,case_id,metric,value,unit,software_meaning,hardware_implication
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,factorial_cache_hits,0,lookups,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,factorial_cache_misses,9,lookups,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,factorial_valuation_calls,2891,calls,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,legendre_quotient_steps,3160,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,coordinate_reads,2891,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,coordinate_writes,5548,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,coordinate_additions,2222,operations,Nonzero existing-coordinate exponent merges; not every CLR integer addition.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,coordinate_zero_eliminations,234,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,big_integer_powers,435,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,big_integer_multiplications,435,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,big_integer_exact_divisions,0,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,exact_rational_additions,0,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,greatest_common_divisors,0,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,reconstructions,1,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,COMBINATORICS,HYPER_POINT_5000_1200_900_225,additive_nodes,0,nodes,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,COMBINATORICS,HYPER_POINT_5000_1200_900_225,additive_terms,0,terms,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,exact_rational_reductions,0,operations,Nontrivial residual cancellations after exact rational addition; GCD and exact-division counts are separate.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,prime_basis_candidates,0,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,prime_basis_composite_marks,0,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,prime_basis_primes,0,primes,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,factorial_cache_hits,965,lookups,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,factorial_cache_misses,430,lookups,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,factorial_valuation_calls,24504,calls,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,legendre_quotient_steps,30852,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,coordinate_reads,116160,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,coordinate_writes,131535,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,coordinate_additions,90120,operations,Nonzero existing-coordinate exponent merges; not every CLR integer addition.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,coordinate_zero_eliminations,9129,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,big_integer_powers,16911,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,big_integer_multiplications,17376,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,big_integer_exact_divisions,476,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,exact_rational_additions,155,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,greatest_common_divisors,310,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,reconstructions,155,operations,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,additive_nodes,1,nodes,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,additive_terms,155,terms,Deterministic operation counter for this implementation.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,exact_rational_reductions,83,operations,Nontrivial residual cancellations after exact rational addition; GCD and exact-division counts are separate.,HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_POINT_5000_1200_900_225,canonical_receipt_utf8_bytes,16756,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,COMBINATORICS,HYPER_TAIL_1000_413_271_GE117,canonical_receipt_utf8_bytes,781519,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U8,raw_prime_product_width,24,bits,Arbitrary-width product materialization; abstract identity remains exact regardless of width.,VARIABLE_WIDTH_DATAPATH_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U8,dense_pev_width,8,bits,Direct registered membership vector.,CONCEPTUAL_PARALLEL_AND_OR_DEPTH_1__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U8,sparse_entries,8,entries,Keyed support; useful only when active support is sparse.,LOOKUP_AND_ROUTING_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U8,input_universe,8,registered_atoms,Declared registry domain size.,REGISTRY_STORAGE_AND_ROUTING__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U8,active_atoms,8,atoms,Every registered atom is active in this full-support case.,STATE_ACTIVITY_AND_SWITCHING_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U8,total_multiplicity,8,occurrences,Each active atom occurs exactly once.,EXPONENT_STORAGE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U8,maximum_multiplicity,1,occurrences_per_atom,Full-support width case is presence-only.,EXPONENT_STORAGE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U8,dense_pev_words,1,uint64_words,"Concrete managed dense-bitset storage words, excluding object metadata.",SOFTWARE_LAYOUT_ONLY__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U8,explicit_set_canonical_utf8_bytes,826,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U8,raw_prime_product_canonical_utf8_bytes,991,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U8,sparse_exponent_canonical_utf8_bytes,984,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U8,dense_pev_canonical_utf8_bytes,156,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U8,materialized_raw_product_datapath_width,24,bits,Conceptual datapath width copied from the exact abstract product width; no circuit was built.,VARIABLE_WIDTH_DATAPATH_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U8,dense_pev_state_width,8,bits,Conceptual fixed-registry presence state width; no register bank was built.,DENSE_STATE_WIDTH_ONLY__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U8,conceptual_boolean_union_intersection_depth,1,boolean_levels,One dependency level of bitwise AND or OR before gate mapping; no timing path was built.,CONCEPTUAL_PARALLEL_BOOLEAN_DEPTH_1__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U8,sparse_lookup_routing_entries,8,entries,Full-support lookup and routing obligation; no sparse hardware was built.,SPARSE_LOOKUP_AND_ROUTING_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U64,raw_prime_product_width,417,bits,Arbitrary-width product materialization; abstract identity remains exact regardless of width.,VARIABLE_WIDTH_DATAPATH_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U64,dense_pev_width,64,bits,Direct registered membership vector.,CONCEPTUAL_PARALLEL_AND_OR_DEPTH_1__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U64,sparse_entries,64,entries,Keyed support; useful only when active support is sparse.,LOOKUP_AND_ROUTING_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U64,input_universe,64,registered_atoms,Declared registry domain size.,REGISTRY_STORAGE_AND_ROUTING__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U64,active_atoms,64,atoms,Every registered atom is active in this full-support case.,STATE_ACTIVITY_AND_SWITCHING_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U64,total_multiplicity,64,occurrences,Each active atom occurs exactly once.,EXPONENT_STORAGE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U64,maximum_multiplicity,1,occurrences_per_atom,Full-support width case is presence-only.,EXPONENT_STORAGE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U64,dense_pev_words,1,uint64_words,"Concrete managed dense-bitset storage words, excluding object metadata.",SOFTWARE_LAYOUT_ONLY__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U64,explicit_set_canonical_utf8_bytes,5539,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U64,raw_prime_product_canonical_utf8_bytes,5824,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U64,sparse_exponent_canonical_utf8_bytes,6872,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U64,dense_pev_canonical_utf8_bytes,173,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U64,materialized_raw_product_datapath_width,417,bits,Conceptual datapath width copied from the exact abstract product width; no circuit was built.,VARIABLE_WIDTH_DATAPATH_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U64,dense_pev_state_width,64,bits,Conceptual fixed-registry presence state width; no register bank was built.,DENSE_STATE_WIDTH_ONLY__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U64,conceptual_boolean_union_intersection_depth,1,boolean_levels,One dependency level of bitwise AND or OR before gate mapping; no timing path was built.,CONCEPTUAL_PARALLEL_BOOLEAN_DEPTH_1__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U64,sparse_lookup_routing_entries,64,entries,Full-support lookup and routing obligation; no sparse hardware was built.,SPARSE_LOOKUP_AND_ROUTING_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U256,raw_prime_product_width,2290,bits,Arbitrary-width product materialization; abstract identity remains exact regardless of width.,VARIABLE_WIDTH_DATAPATH_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U256,dense_pev_width,256,bits,Direct registered membership vector.,CONCEPTUAL_PARALLEL_AND_OR_DEPTH_1__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U256,sparse_entries,256,entries,Keyed support; useful only when active support is sparse.,LOOKUP_AND_ROUTING_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U256,input_universe,256,registered_atoms,Declared registry domain size.,REGISTRY_STORAGE_AND_ROUTING__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U256,active_atoms,256,atoms,Every registered atom is active in this full-support case.,STATE_ACTIVITY_AND_SWITCHING_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U256,total_multiplicity,256,occurrences,Each active atom occurs exactly once.,EXPONENT_STORAGE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U256,maximum_multiplicity,1,occurrences_per_atom,Full-support width case is presence-only.,EXPONENT_STORAGE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U256,dense_pev_words,4,uint64_words,"Concrete managed dense-bitset storage words, excluding object metadata.",SOFTWARE_LAYOUT_ONLY__NAND_DFF_PPA_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U256,explicit_set_canonical_utf8_bytes,21924,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U256,raw_prime_product_canonical_utf8_bytes,22774,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U256,sparse_exponent_canonical_utf8_bytes,27288,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
HOST_SOFTWARE_DIAGNOSTIC,LINEAGE,FULL_SUPPORT_U256,dense_pev_canonical_utf8_bytes,242,bytes,Canonical host receipt under COMPACT_UTF8_JSON_V1__CAMEL_CASE__ENUM_STRINGS__ALL_NUMBERS_AS_CANONICAL_STRINGS__BIGINTEGER_DECIMAL__NO_BOM.,HOST_SERIALIZATION_ONLY__HARDWARE_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U256,materialized_raw_product_datapath_width,2290,bits,Conceptual datapath width copied from the exact abstract product width; no circuit was built.,VARIABLE_WIDTH_DATAPATH_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U256,dense_pev_state_width,256,bits,Conceptual fixed-registry presence state width; no register bank was built.,DENSE_STATE_WIDTH_ONLY__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U256,conceptual_boolean_union_intersection_depth,1,boolean_levels,One dependency level of bitwise AND or OR before gate mapping; no timing path was built.,CONCEPTUAL_PARALLEL_BOOLEAN_DEPTH_1__NAND_DFF_PPA_NOT_MEASURED
PHYSICAL_HARDWARE_IMPLICATION,PHYSICAL,FULL_SUPPORT_U256,sparse_lookup_routing_entries,256,entries,Full-support lookup and routing obligation; no sparse hardware was built.,SPARSE_LOOKUP_AND_ROUTING_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U1024,raw_prime_product_width,11583,bits,Arbitrary-width product materialization; abstract identity remains exact regardless of width.,VARIABLE_WIDTH_DATAPATH_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U1024,dense_pev_width,1024,bits,Direct registered membership vector.,CONCEPTUAL_PARALLEL_AND_OR_DEPTH_1__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U1024,sparse_entries,1024,entries,Keyed support; useful only when active support is sparse.,LOOKUP_AND_ROUTING_REQUIRED__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U1024,input_universe,1024,registered_atoms,Declared registry domain size.,REGISTRY_STORAGE_AND_ROUTING__NAND_DFF_PPA_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U1024,active_atoms,1024,atoms,Every registered atom is active in this full-support case.,STATE_ACTIVITY_AND_SWITCHING_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U1024,total_multiplicity,1024,occurrences,Each active atom occurs exactly once.,EXPONENT_STORAGE_COST_NOT_MEASURED
ABSTRACT_STRUCTURE,LINEAGE,FULL_SUPPORT_U1024,maximum_multiplicity,1,occurrences_per_atom,Full-support width case is presence-only.,EXPONENT_STORAGE_COST_NOT_MEASURED
