family,workload,implementation,policy,bank_size,events,operations,status,failures,partial_outputs,ingress_remainders,ingress_divisions,native_bank_nands,modeled_binary_nands,cofactor_adds,cofactor_multiplies,cofactor_divides,cofactor_remainders,cofactor_gcds,maintenance_remainders,maintenance_divisions,migrations,egress_reconstruction_multiplies,lane_reads,lane_writes,average_payload_bits,catalog_bits_unamortized,output_obligation,interpretation
M,M010_PILOT,HYBRID_EAGER,SELECTED_K,8,128,256,BOUNDED_PASS,0,0,5073,3025,562432,4096,0,128,128,128,0,0,0,0,2291,5120,4096,171,28,magnitude-final after exact cancellation,Phase-separated exact hybrid receipt
M,M010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,8,128,256,BOUNDED_PASS,0,0,5073,3025,562432,4096,0,128,128,128,0,0,0,0,2291,5120,4096,171,28,magnitude-final after exact cancellation,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
M,M010_PILOT,HYBRID_EAGER,FIRST_K,16,128,256,BOUNDED_PASS,0,0,7121,3025,1125632,4096,0,128,128,128,0,0,0,0,2291,10240,8192,339,73,magnitude-final after exact cancellation,Phase-separated exact hybrid receipt
M,M010_PILOT,HYBRID_EAGER,SELECTED_K,16,128,256,BOUNDED_PASS,0,0,7121,3025,1125632,4096,0,128,128,128,0,0,0,0,2291,10240,8192,339,73,magnitude-final after exact cancellation,Phase-separated exact hybrid receipt
M,M010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,16,128,256,BOUNDED_PASS,0,0,7121,3025,1125632,4096,0,128,128,128,0,0,0,0,2291,10240,8192,339,73,magnitude-final after exact cancellation,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
M,M010_PILOT,HYBRID_EAGER,FIRST_K,32,128,256,BOUNDED_PASS,0,0,11217,3025,2252032,4096,0,128,128,128,0,0,0,0,2291,20480,16384,675,184,magnitude-final after exact cancellation,Phase-separated exact hybrid receipt
M,M010_PILOT,HYBRID_EAGER,SELECTED_K,32,128,256,BOUNDED_PASS,0,0,11217,3025,2252032,4096,0,128,128,128,0,0,0,0,2291,20480,16384,675,184,magnitude-final after exact cancellation,Phase-separated exact hybrid receipt
M,M010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,32,128,256,BOUNDED_PASS,0,0,11217,3025,2252032,4096,0,128,128,128,0,0,0,0,2291,20480,16384,675,184,magnitude-final after exact cancellation,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
D,D010_PILOT,BIN_EXACT,NONE,0,256,256,BOUNDED_PASS,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,25,0,predicate for every query,"Optimized BigInteger is the executable baseline; NAND count is a transparent schoolbook/add proxy, not its implementation"
D,D010_PILOT,SPARSE_FULL,FULL_TRIAL_FACTOR_CONTROL,0,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Pilot has no independently executable full-factor-map operation/output replay; oracle arithmetic is not charged as a comparator
D,D010_PILOT,B000_DENSE,FIRST_K,4,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
D,D010_PILOT,B000_DENSE,SELECTED_K,4,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
D,D010_PILOT,B000_SPARSE,FIRST_K,4,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
D,D010_PILOT,B000_SPARSE,SELECTED_K,4,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
D,D010_PILOT,B000_DENSE,FIRST_K,8,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
D,D010_PILOT,B000_DENSE,SELECTED_K,8,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
D,D010_PILOT,B000_SPARSE,FIRST_K,8,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
D,D010_PILOT,B000_SPARSE,SELECTED_K,8,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
D,D010_PILOT,B000_DENSE,FIRST_K,16,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
D,D010_PILOT,B000_DENSE,SELECTED_K,16,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
D,D010_PILOT,B000_SPARSE,FIRST_K,16,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
D,D010_PILOT,B000_SPARSE,SELECTED_K,16,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
D,D010_PILOT,B000_DENSE,FIRST_K,32,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
D,D010_PILOT,B000_DENSE,SELECTED_K,32,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
D,D010_PILOT,B000_SPARSE,FIRST_K,32,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
D,D010_PILOT,B000_SPARSE,SELECTED_K,32,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,predicate for every query,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
D,D010_PILOT,HYBRID_EAGER,NONE,0,256,256,BOUNDED_PASS,0,0,0,0,0,0,0,0,0,256,0,0,0,0,0,0,0,27,0,predicate for every query,Phase-separated exact hybrid receipt
D,D010_PILOT,HYBRID_EAGER,FIRST_K,4,256,256,BOUNDED_PASS,0,0,3849,1801,379136,0,0,0,0,130,0,0,0,0,0,2048,2048,104,10,predicate for every query,Phase-separated exact hybrid receipt
D,D010_PILOT,HYBRID_EAGER,SELECTED_K,4,256,256,BOUNDED_PASS,0,0,3849,1801,379136,0,0,0,0,130,0,0,0,0,0,2048,2048,104,10,predicate for every query,Phase-separated exact hybrid receipt
D,D010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,4,256,256,BOUNDED_PASS,0,0,3849,1801,379136,0,0,0,0,130,0,0,0,0,0,2048,2048,104,10,predicate for every query,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
D,D010_PILOT,HYBRID_EAGER,FIRST_K,8,256,256,BOUNDED_PASS,0,0,7487,3391,759040,0,0,0,0,128,0,0,0,0,0,4096,4096,177,28,predicate for every query,Phase-separated exact hybrid receipt
D,D010_PILOT,HYBRID_EAGER,SELECTED_K,8,256,256,BOUNDED_PASS,0,0,7487,3391,759040,0,0,0,0,128,0,0,0,0,0,4096,4096,177,28,predicate for every query,Phase-separated exact hybrid receipt
D,D010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,8,256,256,BOUNDED_PASS,0,0,7487,3391,759040,0,0,0,0,128,0,0,0,0,0,4096,4096,177,28,predicate for every query,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
D,D010_PILOT,HYBRID_EAGER,FIRST_K,16,256,256,BOUNDED_PASS,0,0,11618,3426,1518848,0,0,0,0,128,0,0,0,0,0,8192,8192,344,73,predicate for every query,Phase-separated exact hybrid receipt
D,D010_PILOT,HYBRID_EAGER,SELECTED_K,16,256,256,BOUNDED_PASS,0,0,11618,3426,1518848,0,0,0,0,128,0,0,0,0,0,8192,8192,344,73,predicate for every query,Phase-separated exact hybrid receipt
D,D010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,16,256,256,BOUNDED_PASS,0,0,11618,3426,1518848,0,0,0,0,128,0,0,0,0,0,8192,8192,344,73,predicate for every query,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
D,D010_PILOT,HYBRID_EAGER,FIRST_K,32,256,256,BOUNDED_PASS,0,0,19832,3448,3038464,0,0,0,0,128,0,0,0,0,0,16384,16384,680,184,predicate for every query,Phase-separated exact hybrid receipt
D,D010_PILOT,HYBRID_EAGER,SELECTED_K,32,256,256,BOUNDED_PASS,0,0,19832,3448,3038464,0,0,0,0,128,0,0,0,0,0,16384,16384,680,184,predicate for every query,Phase-separated exact hybrid receipt
D,D010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,32,256,256,BOUNDED_PASS,0,0,19832,3448,3038464,0,0,0,0,128,0,0,0,0,0,16384,16384,680,184,predicate for every query,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
A,A010_PILOT,BIN_EXACT,NONE,0,256,256,BOUNDED_PASS,0,0,0,0,0,71535,256,0,0,0,0,0,0,0,0,0,0,16,0,magnitude-final for every sum,"Optimized BigInteger is the executable baseline; NAND count is a transparent schoolbook/add proxy, not its implementation"
A,A010_PILOT,SPARSE_FULL,FULL_TRIAL_FACTOR_CONTROL,0,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Pilot has no independently executable full-factor-map operation/output replay; oracle arithmetic is not charged as a comparator
A,A010_PILOT,B000_DENSE,FIRST_K,4,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
A,A010_PILOT,B000_DENSE,SELECTED_K,4,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
A,A010_PILOT,B000_SPARSE,FIRST_K,4,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
A,A010_PILOT,B000_SPARSE,SELECTED_K,4,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
A,A010_PILOT,B000_DENSE,FIRST_K,8,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
A,A010_PILOT,B000_DENSE,SELECTED_K,8,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
A,A010_PILOT,B000_SPARSE,FIRST_K,8,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
A,A010_PILOT,B000_SPARSE,SELECTED_K,8,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
A,A010_PILOT,B000_DENSE,FIRST_K,16,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
A,A010_PILOT,B000_DENSE,SELECTED_K,16,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
A,A010_PILOT,B000_SPARSE,FIRST_K,16,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
A,A010_PILOT,B000_SPARSE,SELECTED_K,16,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
A,A010_PILOT,B000_DENSE,FIRST_K,32,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
A,A010_PILOT,B000_DENSE,SELECTED_K,32,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 pure positive coordinate operations do not implement this signed/cofactor workload contract
A,A010_PILOT,B000_SPARSE,FIRST_K,32,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
A,A010_PILOT,B000_SPARSE,SELECTED_K,32,256,0,NOT_SUPPORTED,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,magnitude-final for every sum,Build 000 sparse type has compose accounting but no exact sparse cancellation replay; dense gate costs are not relabeled as sparse
A,A010_PILOT,HYBRID_EAGER,NONE,0,256,256,BOUNDED_PASS,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,18,0,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_EAGER,FIRST_K,4,256,256,BOUNDED_PASS,0,249,2998,950,442368,0,256,1114,0,0,0,942,360,0,759,3654,3654,100,10,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_EAGER,SELECTED_K,4,256,256,BOUNDED_PASS,0,249,2998,950,442368,0,256,1114,0,0,0,942,360,0,759,3654,3654,100,10,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,4,256,256,BOUNDED_PASS,0,249,2998,950,442368,0,256,1114,0,0,0,942,360,0,759,3654,3654,100,10,magnitude-final for every sum,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
A,A010_PILOT,HYBRID_EAGER,FIRST_K,8,256,256,BOUNDED_PASS,0,256,5200,1104,884736,0,256,1387,0,0,0,1905,430,0,905,7619,7619,183,28,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_EAGER,SELECTED_K,8,256,256,BOUNDED_PASS,0,256,5200,1104,884736,0,256,1387,0,0,0,1905,430,0,905,7619,7619,183,28,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,8,256,256,BOUNDED_PASS,0,256,5200,1104,884736,0,256,1387,0,0,0,1905,430,0,905,7619,7619,183,28,magnitude-final for every sum,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
A,A010_PILOT,HYBRID_EAGER,FIRST_K,16,256,256,BOUNDED_PASS,0,256,9416,1224,1769472,0,256,1618,0,0,0,3902,492,0,1028,15698,15698,349,73,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_EAGER,SELECTED_K,16,256,256,BOUNDED_PASS,0,256,9416,1224,1769472,0,256,1618,0,0,0,3902,492,0,1028,15698,15698,349,73,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,16,256,256,BOUNDED_PASS,0,256,9416,1224,1769472,0,256,1618,0,0,0,3902,492,0,1028,15698,15698,349,73,magnitude-final for every sum,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
A,A010_PILOT,HYBRID_EAGER,FIRST_K,32,256,256,BOUNDED_PASS,0,256,17698,1314,3538944,0,256,1794,0,0,0,7955,537,0,1119,31994,31994,684,184,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_EAGER,SELECTED_K,32,256,256,BOUNDED_PASS,0,256,17698,1314,3538944,0,256,1794,0,0,0,7955,537,0,1119,31994,31994,684,184,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_EAGER,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,32,256,256,BOUNDED_PASS,0,256,17698,1314,3538944,0,256,1794,0,0,0,7955,537,0,1119,31994,31994,684,184,magnitude-final for every sum,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
A,A010_PILOT,HYBRID_LAZY,NONE,0,256,256,BOUNDED_PASS,0,0,0,0,0,0,256,0,0,0,0,0,0,0,0,0,0,18,0,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_LAZY,FIRST_K,4,256,256,BOUNDED_PASS,0,249,2998,950,442368,0,256,1114,0,0,0,0,0,0,222,3072,3072,100,10,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_LAZY,SELECTED_K,4,256,256,BOUNDED_PASS,0,249,2998,950,442368,0,256,1114,0,0,0,0,0,0,222,3072,3072,100,10,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,4,256,256,BOUNDED_PASS,0,249,2998,950,442368,0,256,1114,0,0,0,0,0,0,222,3072,3072,100,10,magnitude-final for every sum,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
A,A010_PILOT,HYBRID_LAZY,FIRST_K,8,256,256,BOUNDED_PASS,0,256,5200,1104,884736,0,256,1387,0,0,0,0,0,0,234,6144,6144,183,28,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_LAZY,SELECTED_K,8,256,256,BOUNDED_PASS,0,256,5200,1104,884736,0,256,1387,0,0,0,0,0,0,234,6144,6144,183,28,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,8,256,256,BOUNDED_PASS,0,256,5200,1104,884736,0,256,1387,0,0,0,0,0,0,234,6144,6144,183,28,magnitude-final for every sum,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
A,A010_PILOT,HYBRID_LAZY,FIRST_K,16,256,256,BOUNDED_PASS,0,256,9416,1224,1769472,0,256,1618,0,0,0,0,0,0,236,12288,12288,349,73,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_LAZY,SELECTED_K,16,256,256,BOUNDED_PASS,0,256,9416,1224,1769472,0,256,1618,0,0,0,0,0,0,236,12288,12288,349,73,magnitude-final for every sum,Phase-separated exact hybrid receipt
A,A010_PILOT,HYBRID_LAZY,ADAPTIVE_LRU_K_NO_ELIGIBLE_MAG_REFERENCE,16,256,256,BOUNDED_PASS,0,256,9416,1224,1769472,0,256,1618,0,0,0,0,0,0,236,12288,12288,349,73,magnitude-final for every sum,MAG ingress exposes no unbanked factor identity; registered LRU cannot adapt in this cell
