protocol_id,width,magnitude,kind,pure_vfu_support,sidecar_support,catalog_valuation_bits_set,sidecar_state_bits,notes
PAH-BUILD002-CONF0001,6,11,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,13,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,17,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,19,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,23,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,29,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,31,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,37,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,41,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,43,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,47,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,53,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,59,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,61,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,0,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,12,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,1,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,2,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,1,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,3,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,1,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,4,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,5,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,1,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,6,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,7,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,1,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,8,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,3,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,9,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,10,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,11,SMALL_0_THROUGH_15,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,12,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,3,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,13,SMALL_0_THROUGH_15,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,19,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,6,14,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,6,15,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,19,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,1,ODD_CATALOG_ROUGH_SAMPLE,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,11,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,13,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,17,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,19,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,23,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,29,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,31,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,37,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,41,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,43,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,47,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,53,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,59,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,61,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,67,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,71,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,73,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,79,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,83,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,89,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,97,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,101,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,103,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,107,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,109,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,113,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,121,SEMIPRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,127,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,131,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,137,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,139,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,143,SEMIPRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,149,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,151,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,157,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,163,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,167,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,169,SEMIPRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,173,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,179,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,181,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,187,SEMIPRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,191,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,193,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,197,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,199,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,209,SEMIPRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,211,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,221,SEMIPRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,223,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,227,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,229,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,233,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,239,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,241,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,247,SEMIPRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,251,PRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,253,SEMIPRIME_OUTSIDE_S4,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
PAH-BUILD002-CONF0001,8,0,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,17,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,1,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,2,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,1,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,3,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,1,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,4,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,5,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,1,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,6,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,7,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,1,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,8,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,3,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,9,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,10,SMALL_0_THROUGH_15,FULL_S4_STRUCTURAL,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,2,26,Pure structural state is exact on this value.
PAH-BUILD002-CONF0001,8,11,SMALL_0_THROUGH_15,UNSUPPORTED_COFACTOR,FULL_EXACT_AUTHORITATIVE_MAGNITUDE,0,26,Pure S4 state cannot retain the unsupported cofactor; sidecar magnitude remains exact.
