protocol_id,implementation,width,module,operation,architecture,evidence_class,support_status,nand2_static,dff_static,state_bits,input_bits,output_bits,port_bits,wire_bits,connections_static,max_fanout,cross_region_connections,cross_lane_connections,unit_nand_critical_depth,combinational_loop_status,notes
PAH-BUILD002-CONF0001,BIN+VSC-S4,4,BIN.VSC.S4.DATAPATH.W4,INTEGRATED_LOAD_REFRESH_QUERY_SCALE_CANCEL_ADD,BINARY_MAGNITUDE_PLUS_EXACT_THRESHOLD_SIDECAR,STRUCTURAL_DECLARED_INTEGRATED,FULL_BINARY_MAGNITUDE_WITH_SOUND_S4_METADATA,2307,12,12,12,21,33,2337,4647,159,1903,0,148,ACYCLIC,"Authoritative magnitude, sidecar thresholds, validity, control/status, atomic hold, and persistent DFF state are all charged."
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,4,VFU.BINEXP.S4.COMPOSE.W4,COMPOSE,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,748,0,0,22,13,35,808,1509,80,515,98,36,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,4,VFU.BINEXP.S4.CANCEL.W4,CANCEL,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,586,0,0,22,13,35,634,1185,50,440,102,42,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,4,VFU.BINEXP.S4.MEET.W4,MEET,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,667,0,0,22,13,35,727,1347,50,519,94,38,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,4,VFU.BINEXP.S4.JOIN.W4,JOIN,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,668,0,0,22,13,35,728,1349,50,521,94,38,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,4,VFU.BINEXP.S4.DIVIDES.W4,DIVIDES,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,599,0,0,22,3,25,659,1201,50,441,92,36,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,4,VFU.BINEXP.S4.FU.W4,FUNCTIONALUNIT,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,1887,0,0,25,14,39,1986,3788,92,1255,128,50,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4-WARM,4,VFU.BINEXP.S4.WARM_SCALE_CANCEL.W4,INTEGRATED_SCALE_CANCEL,BINARY_EXPONENT,STRUCTURAL_DECLARED_INTEGRATED,FULLY_INTEGRATED_EXACT_S4_STATE,564,11,11,3,17,20,592,1156,71,464,0,36,ACYCLIC,"Persistent DFF state, control/status, cap checks, malformed-state rejection, and atomic hold are charged."
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,4,ADAPTER.MAG_TO_BINEXP.S4.W4,COLD_ENCODE,BINARY_MAGNITUDE_TO_BINARY_EXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,175,0,0,4,9,13,180,359,10,111,0,15,ACYCLIC,Exact S4 valuations are emitted; support status distinguishes zero/S4-smooth values from unsupported cofactors.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,4,ADAPTER.BINEXP_TO_MAG.S4.W4,RECONSTRUCT,BINARY_EXPONENT_TO_BINARY_MAGNITUDE,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,1021,0,0,11,7,18,1033,2049,32,508,20,36,ACYCLIC,"Malformed, saturated, and W-bit-overflow states are rejected explicitly."
PAH-BUILD002-CONF0001,PRESENCE-S4,4,ADAPTER.BINEXP_TO_PRESENCE.S4.W4,PROJECT_PRESENCE,BINARY_EXPONENT_TO_PRESENCE,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,98,0,0,11,6,17,110,202,8,69,28,21,ACYCLIC,Lossy presence projection; multiplicity is intentionally not represented.
PAH-BUILD002-CONF0001,PRESENCE-S4,4,ADAPTER.THERM_TO_PRESENCE.S4.W4,PROJECT_PRESENCE,THERMOMETER_TO_PRESENCE,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,68,0,0,12,6,18,82,142,5,52,28,20,ACYCLIC,Lossy presence projection from canonical thermometer thresholds.
PAH-BUILD002-CONF0001,VFU-ENCODING-ADAPTER-S4,4,ADAPTER.BINEXP_TO_THERM.S4.W4,BINEXP_TO_THERMOMETER,SAME_CAP_BINARY_EXPONENT_TO_THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,131,0,0,11,14,25,144,276,11,89,36,21,ACYCLIC,Exact/saturated cap semantics are preserved; malformed and zero-with-payload sources reject.
PAH-BUILD002-CONF0001,VFU-ENCODING-ADAPTER-S4,4,ADAPTER.THERM_TO_BINEXP.S4.W4,THERMOMETER_TO_BINEXP,SAME_CAP_THERMOMETER_TO_BINARY_EXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,144,0,0,12,13,25,158,301,10,94,38,23,ACYCLIC,Canonical thresholds are converted to minimal binary lanes; malformed monotonicity and saturation reject.
PAH-BUILD002-CONF0001,VFU-THERM-S4,4,VFU.THERM.S4.COMPOSE.W4,COMPOSE,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,304,0,0,24,14,38,330,622,11,229,99,33,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,4,VFU.THERM.S4.MEET.W4,MEET,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,283,0,0,24,14,38,309,580,23,227,95,35,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,4,VFU.THERM.S4.JOIN.W4,JOIN,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,291,0,0,24,14,38,317,596,24,243,95,35,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,4,VFU.THERM.S4.DIVIDES.W4,DIVIDES,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,245,0,0,24,3,27,271,493,8,178,95,33,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,4,VFU.THERM.S4.CANONICAL.W4,CANONICALVALIDATE,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,90,0,0,12,1,13,104,181,6,68,44,25,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,4,VFU.THERM.S4.QUERY.P2.K1.W4,THRESHOLDQUERY,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,102,0,0,12,4,16,116,208,7,81,46,27,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,BIN-FU,6,BIN.ADD.W6,ADD,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,90,0,0,13,7,20,103,187,3,61,0,27,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU,6,BIN.SUB.W6,SUBTRACT,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,114,0,0,12,7,19,127,235,5,91,0,36,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU,6,BIN.COMPARE.W6,COMPARE,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,138,0,0,12,3,15,153,279,5,105,0,18,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU,6,BIN.MULTIPLY_SHIFT_ADD.W6,MULTIPLY,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,1152,0,0,12,12,24,1165,2316,162,732,0,83,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU,6,BIN.FU.COMBINATIONAL.W6,FUNCTIONAL_UNIT,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,1638,0,0,14,12,26,1656,3288,189,1128,0,86,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU-INTEGRATED,6,BIN.FU.REGISTERED.W6,REGISTERED_FUNCTIONAL_UNIT,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,1638,26,26,14,12,26,1682,3314,189,1154,0,86,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-DIV,6,BIN.DIVIDE_RESTORING.W6,UNSIGNED_RESTORING_DIVIDE,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,1021,0,0,12,14,26,1034,2056,90,880,0,268,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-GCD,6,BIN.GCD_SUBTRACTIVE.W6,SUBTRACTIVE_GCD_STEP,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,636,14,14,13,20,33,668,1306,42,636,0,41,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-SCALE-CANCEL-WARM,6,BIN.WARM_SCALE_CANCEL.W6,INTEGRATED_SCALE_CANCEL,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,2313,6,6,3,12,15,2324,4644,274,1735,0,270,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-MIXED-WARM,6,BIN.MAGNITUDE.DATAPATH.W6,INTEGRATED_LOAD_SCALE_CANCEL_ADD,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,2532,6,6,11,11,22,2551,5081,271,1900,0,276,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN+VSC-S4,6,BIN.VSC.S4.DATAPATH.W6,INTEGRATED_LOAD_REFRESH_QUERY_SCALE_CANCEL_ADD,BINARY_MAGNITUDE_PLUS_EXACT_THRESHOLD_SIDECAR,STRUCTURAL_DECLARED_INTEGRATED,FULL_BINARY_MAGNITUDE_WITH_SOUND_S4_METADATA,5638,19,19,14,28,42,5677,11323,275,4271,0,278,ACYCLIC,"Authoritative magnitude, sidecar thresholds, validity, control/status, atomic hold, and persistent DFF state are all charged."
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,6,VFU.BINEXP.S4.COMPOSE.W6,COMPOSE,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,1036,0,0,28,16,44,1102,2088,96,704,113,38,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,6,VFU.BINEXP.S4.CANCEL.W6,CANCEL,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,805,0,0,28,16,44,859,1626,60,605,117,44,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,6,VFU.BINEXP.S4.MEET.W6,MEET,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,934,0,0,28,16,44,1000,1884,60,729,109,40,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,6,VFU.BINEXP.S4.JOIN.W6,JOIN,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,935,0,0,28,16,44,1001,1886,60,731,109,40,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,6,VFU.BINEXP.S4.DIVIDES.W6,DIVIDES,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,824,0,0,28,3,31,890,1651,60,606,104,38,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,6,VFU.BINEXP.S4.FU.W6,FUNCTIONALUNIT,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,2580,0,0,31,17,48,2685,5177,130,1741,152,52,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4-WARM,6,VFU.BINEXP.S4.WARM_SCALE_CANCEL.W6,INTEGRATED_SCALE_CANCEL,BINARY_EXPONENT,STRUCTURAL_DECLARED_INTEGRATED,FULLY_INTEGRATED_EXACT_S4_STATE,789,14,14,3,20,23,820,1612,105,644,0,38,ACYCLIC,"Persistent DFF state, control/status, cap checks, malformed-state rejection, and atomic hold are charged."
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,6,ADAPTER.MAG_TO_BINEXP.S4.W6,COLD_ENCODE,BINARY_MAGNITUDE_TO_BINARY_EXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,964,0,0,6,12,18,971,1940,34,446,0,21,ACYCLIC,Exact S4 valuations are emitted; support status distinguishes zero/S4-smooth values from unsupported cofactors.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,6,ADAPTER.BINEXP_TO_MAG.S4.W6,RECONSTRUCT,BINARY_EXPONENT_TO_BINARY_MAGNITUDE,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,6128,0,0,14,9,23,6143,12265,144,2566,26,42,ACYCLIC,"Malformed, saturated, and W-bit-overflow states are rejected explicitly."
PAH-BUILD002-CONF0001,PRESENCE-S4,6,ADAPTER.BINEXP_TO_PRESENCE.S4.W6,PROJECT_PRESENCE,BINARY_EXPONENT_TO_PRESENCE,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,164,0,0,14,6,20,179,334,9,94,34,25,ACYCLIC,Lossy presence projection; multiplicity is intentionally not represented.
PAH-BUILD002-CONF0001,PRESENCE-S4,6,ADAPTER.THERM_TO_PRESENCE.S4.W6,PROJECT_PRESENCE,THERMOMETER_TO_PRESENCE,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,109,0,0,17,6,23,128,224,5,77,40,22,ACYCLIC,Lossy presence projection from canonical thermometer thresholds.
PAH-BUILD002-CONF0001,VFU-ENCODING-ADAPTER-S4,6,ADAPTER.BINEXP_TO_THERM.S4.W6,BINEXP_TO_THERMOMETER,SAME_CAP_BINARY_EXPONENT_TO_THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,237,0,0,14,19,33,253,493,16,114,49,25,ACYCLIC,Exact/saturated cap semantics are preserved; malformed and zero-with-payload sources reject.
PAH-BUILD002-CONF0001,VFU-ENCODING-ADAPTER-S4,6,ADAPTER.THERM_TO_BINEXP.S4.W6,THERMOMETER_TO_BINEXP,SAME_CAP_THERMOMETER_TO_BINARY_EXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_ADAPTER,257,0,0,17,16,33,276,530,13,132,53,27,ACYCLIC,Canonical thresholds are converted to minimal binary lanes; malformed monotonicity and saturation reject.
PAH-BUILD002-CONF0001,VFU-THERM-S4,6,VFU.THERM.S4.COMPOSE.W6,COMPOSE,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,519,0,0,34,19,53,555,1057,16,367,144,43,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,6,VFU.THERM.S4.MEET.W6,MEET,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,453,0,0,34,19,53,489,925,38,363,140,45,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,6,VFU.THERM.S4.JOIN.W6,JOIN,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,466,0,0,34,19,53,502,951,39,389,140,45,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,6,VFU.THERM.S4.DIVIDES.W6,DIVIDES,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,385,0,0,34,3,37,421,773,8,279,140,43,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,6,VFU.THERM.S4.CANONICAL.W6,CANONICALVALIDATE,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,145,0,0,17,1,18,164,291,6,106,64,35,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-THERM-S4,6,VFU.THERM.S4.QUERY.P2.K1.W6,THRESHOLDQUERY,THERMOMETER,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,157,0,0,17,4,21,176,318,7,119,66,37,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,BIN-FU,8,BIN.ADD.W8,ADD,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,120,0,0,17,9,26,137,249,3,81,0,35,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU,8,BIN.SUB.W8,SUBTRACT,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,152,0,0,16,9,25,169,313,5,121,0,48,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU,8,BIN.COMPARE.W8,COMPARE,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,184,0,0,16,3,19,203,371,5,139,0,22,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU,8,BIN.MULTIPLY_SHIFT_ADD.W8,MULTIPLY,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,2048,0,0,16,16,32,2065,4112,264,1296,0,111,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU,8,BIN.FU.COMBINATIONAL.W8,FUNCTIONAL_UNIT,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,2696,0,0,18,16,34,2718,5408,299,1824,0,114,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-FU-INTEGRATED,8,BIN.FU.REGISTERED.W8,REGISTERED_FUNCTIONAL_UNIT,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,2696,34,34,18,16,34,2752,5442,299,1858,0,114,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-DIV,8,BIN.DIVIDE_RESTORING.W8,UNSIGNED_RESTORING_DIVIDE,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,1729,0,0,16,18,34,1746,3476,120,1476,0,450,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-GCD,8,BIN.GCD_SUBTRACTIVE.W8,SUBTRACTIVE_GCD_STEP,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,842,18,18,17,26,43,882,1728,54,842,0,53,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-SCALE-CANCEL-WARM,8,BIN.WARM_SCALE_CANCEL.W8,INTEGRATED_SCALE_CANCEL,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,3959,8,8,3,14,17,3972,7940,414,2931,0,448,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN-MIXED-WARM,8,BIN.MAGNITUDE.DATAPATH.W8,INTEGRATED_LOAD_SCALE_CANCEL_ADD,BINARY_POSITIONAL,STRUCTURAL_DECLARED,IMPLEMENTED,4242,8,8,13,13,26,4265,8505,411,3144,0,456,ACYCLIC,"Explicit NAND graph; DFFs, where present, are separately charged boundary cells."
PAH-BUILD002-CONF0001,BIN+VSC-S4,8,BIN.VSC.S4.DATAPATH.W8,INTEGRATED_LOAD_REFRESH_QUERY_SCALE_CANCEL_ADD,BINARY_MAGNITUDE_PLUS_EXACT_THRESHOLD_SIDECAR,STRUCTURAL_DECLARED_INTEGRATED,FULL_BINARY_MAGNITUDE_WITH_SOUND_S4_METADATA,15871,26,26,16,35,51,15919,31803,415,10747,0,458,ACYCLIC,"Authoritative magnitude, sidecar thresholds, validity, control/status, atomic hold, and persistent DFF state are all charged."
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,8,VFU.BINEXP.S4.COMPOSE.W8,COMPOSE,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,1132,0,0,30,17,47,1200,2281,128,767,118,39,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,8,VFU.BINEXP.S4.CANCEL.W8,CANCEL,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,878,0,0,30,17,47,934,1773,80,660,122,45,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,8,VFU.BINEXP.S4.MEET.W8,MEET,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,1023,0,0,30,17,47,1091,2063,80,799,114,41,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,8,VFU.BINEXP.S4.JOIN.W8,JOIN,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,1024,0,0,30,17,47,1092,2065,80,801,114,41,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,8,VFU.BINEXP.S4.DIVIDES.W8,DIVIDES,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,899,0,0,30,3,33,967,1801,80,661,108,39,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
PAH-BUILD002-CONF0001,VFU-BINEXP-S4,8,VFU.BINEXP.S4.FU.W8,FUNCTIONALUNIT,BINARYEXPONENT,STRUCTURAL_DECLARED,IMPLEMENTED_OPERATION_ONLY,2811,0,0,33,18,51,2918,5640,138,1903,160,53,ACYCLIC,No operand/result DFF boundary or binary acquisition/reconstruction adapter is included.
