protocol_id,width,family,trace_id,trace_sha256,source_regime,output_obligation,hostile,prime_attribution_eligible,search_repayment_eligible,policy,cache_capacity,speculation_budget,requested_instructions,ctz_calls,ctz_bit_inspections,divmod_calls,exact_divisions,failed_divisibility_probes,frontier_refinements,cache_lookups,cache_tag_comparisons,cache_hits,positive_cache_hits,negative_cache_hits,cache_misses,cache_fills,cache_updates,cache_evictions,cache_invalidations,cache_transfers,stale_hit_rejections,generation_wrap_flushes,terminal_certificates_earned,lower_bound_certificates_earned,terminal_certificates_propagated,lower_bound_certificates_propagated,propagation_exponent_adds,propagation_residual_multiplies,query_requests,speculation_queries,speculation_divmod_steps,useful_speculations,wasted_speculations,search_to_first_use_distance_total,search_to_first_use_distance_maximum,gcd_calls,gcd_modulo_steps,grouped_screen_remainders,composite_divmod_calls,magnitude_outputs,shared_magnitude_cycles,propagation_arithmetic_cycles,query_issue_cycles,odd_divmod_cycles,cache_maintenance_cycles,total_modeled_cycles,catalogue_nand_evaluations,ctz_nand_evaluations,odd_divmod_nand_evaluations,cache_nand_evaluations,total_modeled_service_nand_evaluations,modeled_evidence_class,excluded_shared_cost,correctness_checks,correctness_failures,status
PAH-BUILD005-DEMAND-VALUATION-0001,8,STATIC_REUSE,unchanged-positive-and-negative-hits,B6BF33525A2B9B829DF5FAD06137BC46E7087DDD1FAA5127A26E8D961D4C0486,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_DIRECT_BEST,0,0,38,0,0,100,68,32,36,0,0,0,0,0,0,0,0,0,0,0,0,0,32,4,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,2,0,36,900,0,938,24948,0,650000,0,674948,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,375,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,STATIC_REUSE,unchanged-positive-and-negative-hits,B6BF33525A2B9B829DF5FAD06137BC46E7087DDD1FAA5127A26E8D961D4C0486,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_CONTENT_ANSWER_LRU_K,4,0,38,0,0,7,5,2,3,36,45,33,3,4,3,2,0,0,0,0,0,0,2,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,2,0,36,63,2,103,24948,0,45500,67944,138392,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,375,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,STATIC_REUSE,unchanged-positive-and-negative-hits,B6BF33525A2B9B829DF5FAD06137BC46E7087DDD1FAA5127A26E8D961D4C0486,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_FRONTIER_NOPROP_K,4,0,38,0,0,5,3,2,3,36,46,34,3,4,2,2,1,0,1,0,0,0,2,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,2,0,36,45,5,88,24948,0,32500,73308,130756,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,375,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,STATIC_REUSE,unchanged-positive-and-negative-hits,B6BF33525A2B9B829DF5FAD06137BC46E7087DDD1FAA5127A26E8D961D4C0486,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_PRIME_FRONTIER_PROP_K,4,0,38,0,0,5,3,2,3,36,46,34,3,4,2,2,1,0,1,0,0,0,2,1,0,0,0,0,36,0,0,0,0,0,0,0,0,0,0,1,2,0,36,45,5,88,24948,0,32500,73308,130756,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,375,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,STATIC_REUSE,unchanged-positive-and-negative-hits,B6BF33525A2B9B829DF5FAD06137BC46E7087DDD1FAA5127A26E8D961D4C0486,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_PRIME_FRONTIER_SPEC_B1_K,4,1,40,0,0,6,4,2,5,38,60,35,3,4,3,3,2,0,1,0,1,0,2,3,0,0,0,0,36,2,2,1,1,1,1,0,0,0,0,1,2,0,38,54,7,101,26334,0,39000,80460,145794,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,379,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,STATIC_REUSE,unchanged-positive-and-negative-hits,B6BF33525A2B9B829DF5FAD06137BC46E7087DDD1FAA5127A26E8D961D4C0486,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_PRIME_FRONTIER_SPEC_B4_K,4,4,46,0,0,12,6,6,11,44,166,35,3,4,9,9,2,5,4,0,1,0,6,5,0,0,0,0,36,8,8,1,7,1,1,0,0,0,0,1,2,0,44,108,13,167,30492,0,78000,101916,210408,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,391,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,THRESHOLD_STAIRCASE,ascending-descending-shuffled,C30EC52736D9BB862A885DE8B7CA3ECB1243E2978F09CFC432B887853500439A,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_DIRECT_BEST,0,0,23,0,0,87,80,7,22,0,0,0,0,0,0,0,0,0,0,0,0,0,7,15,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,0,22,783,0,806,15246,0,565500,0,580746,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,228,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,THRESHOLD_STAIRCASE,ascending-descending-shuffled,C30EC52736D9BB862A885DE8B7CA3ECB1243E2978F09CFC432B887853500439A,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_CONTENT_ANSWER_LRU_K,1,0,23,0,0,21,20,1,6,22,16,16,10,5,6,1,0,0,0,0,0,0,1,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,0,22,189,1,213,15246,0,136500,10074,161820,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,228,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,THRESHOLD_STAIRCASE,ascending-descending-shuffled,C30EC52736D9BB862A885DE8B7CA3ECB1243E2978F09CFC432B887853500439A,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_FRONTIER_NOPROP_K,1,0,23,0,0,6,5,1,6,22,21,21,10,5,1,1,5,0,0,0,0,0,1,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,0,22,54,7,84,15246,0,39000,12702,66948,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,228,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,THRESHOLD_STAIRCASE,ascending-descending-shuffled,C30EC52736D9BB862A885DE8B7CA3ECB1243E2978F09CFC432B887853500439A,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_PRIME_FRONTIER_PROP_K,1,0,23,0,0,6,5,1,6,22,21,21,10,5,1,1,5,0,0,0,0,0,1,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,0,22,54,7,84,15246,0,39000,12702,66948,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,228,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,THRESHOLD_STAIRCASE,ascending-descending-shuffled,C30EC52736D9BB862A885DE8B7CA3ECB1243E2978F09CFC432B887853500439A,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_PRIME_FRONTIER_SPEC_B1_K,1,1,24,0,0,6,5,1,6,23,22,22,11,5,1,1,5,0,0,0,0,0,1,5,0,0,0,0,22,1,1,1,0,1,1,0,0,0,0,1,1,0,23,54,7,85,15939,0,39000,13140,68079,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,230,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,THRESHOLD_STAIRCASE,ascending-descending-shuffled,C30EC52736D9BB862A885DE8B7CA3ECB1243E2978F09CFC432B887853500439A,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_PRIME_FRONTIER_SPEC_B4_K,1,4,27,0,0,10,6,4,10,26,25,21,10,5,5,5,5,4,0,0,0,0,4,6,0,0,0,0,22,4,4,1,3,1,1,0,0,0,0,1,1,0,26,90,11,128,18018,0,65000,16206,99224,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,236,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,THRESHOLD_STAIRCASE,ascending-descending-shuffled,C30EC52736D9BB862A885DE8B7CA3ECB1243E2978F09CFC432B887853500439A,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_CONTENT_ANSWER_LRU_K,2,0,23,0,0,21,20,1,6,22,16,16,10,5,6,1,0,0,0,0,0,0,1,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,0,22,189,1,213,15246,0,136500,20263,172009,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,228,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,THRESHOLD_STAIRCASE,ascending-descending-shuffled,C30EC52736D9BB862A885DE8B7CA3ECB1243E2978F09CFC432B887853500439A,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_FRONTIER_NOPROP_K,2,0,23,0,0,6,5,1,6,22,21,21,10,5,1,1,5,0,0,0,0,0,1,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,0,22,54,7,84,15246,0,39000,25549,79795,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,228,0,IMPLEMENTED_TRACE_PASS
PAH-BUILD005-DEMAND-VALUATION-0001,8,THRESHOLD_STAIRCASE,ascending-descending-shuffled,C30EC52736D9BB862A885DE8B7CA3ECB1243E2978F09CFC432B887853500439A,COLD_MAG,MAGNITUDE_FINAL,false,false,true,BIN_PRIME_FRONTIER_PROP_K,2,0,23,0,0,6,5,1,6,22,21,21,10,5,1,1,5,0,0,0,0,0,1,5,0,0,0,0,22,0,0,0,0,0,0,0,0,0,0,1,1,0,22,54,7,84,15246,0,39000,25549,79795,EXPLORATORY_COMPONENT_PROXY__NOT_DECISION_ELIGIBLE,AUTHORITATIVE_W_BIT_LOAD_ADD_MUL_OUTPUT_DATAPATH_NOT_REBUILT_AT_W16_W32; EXACT_OPERATION_COUNTS_AND_IDENTICAL_MAGNITUDES_RETAINED; PROPAGATION_COMBINER_AND_POLICY_MATCHED_CONTENT_CACHE_LOGIC_NOT_IN_NAND_TOTAL,228,0,IMPLEMENTED_TRACE_PASS
